Query,SV,EmbeddingsSVRank,BelowThresholdSVRank,Exception,EmptyResult,DemoteSV,BelowThresholdDemoteSV,FineTuningPairs
the proportion of american indian or alaska native people who are not enrolled in school,dc/x4jl7c411edy9,1,-1,,,,dc/5qnjtqc0w783b,"# dc/5qnjtqc0w783b -> dc/x4jl7c411edy9
the proportion of american indian or alaska native people who are not enrolled in school,American Indian or Alaska Native Population Not Enrolled in School,1.079
the proportion of american indian or alaska native people who are not enrolled in school,Population: American Indian or Alaska Native Alone, Not Enrolled in School,1.079
the proportion of american indian or alaska native people who are not enrolled in school,the number of american indians or alaska natives not enrolled in school,1.079
the proportion of american indian or alaska native people who are not enrolled in school,the percentage of american indians or alaska natives not enrolled in school,1.079
the proportion of american indian or alaska native people who are not enrolled in school,the proportion of american indians or alaska natives not enrolled in school,1.079
the proportion of american indian or alaska native people who are not enrolled in school,the share of american indians or alaska natives not enrolled in school,1.079"
what do utilities workers make on average?,dc/x95kmng969n42,0,-1,,,,,
what's the median income for utilities workers?,dc/x95kmng969n42,0,-1,,,,,
what's the average salary for utilities workers?,dc/x95kmng969n42,0,-1,,,,,
population of asian immigrants,dc/xdfcsgf05b4mc,0,-1,,,,,
number of asian immigrants,dc/xdfcsgf05b4mc,1,-1,,,,Count_Person_ForeignBorn_PlaceOfBirthAsia_SomeOtherRaceAlone,"# Count_Person_ForeignBorn_PlaceOfBirthAsia_SomeOtherRaceAlone -> dc/xdfcsgf05b4mc
number of asian immigrants,Asian Foreign-Born Population,1.0733000000000001
number of asian immigrants,population of asian immigrants,1.0733000000000001
number of asian immigrants,the asian immigrant population in the united states,1.0733000000000001
number of asian immigrants,the number of asian immigrants in the united states,1.0733000000000001"
people born in asia who live in the united states,dc/xdfcsgf05b4mc,-1,-1,,,,Count_Person_ForeignBorn_PlaceOfBirthEasternAsia,
the number of asian women who are in prison or jail,dc/xefh58ckxwk7b,0,-1,,,,,
the percentage of asian women who are incarcerated,dc/xefh58ckxwk7b,0,-1,,,,,
the number of asian women who are serving time in prison or jail,dc/xefh58ckxwk7b,0,-1,,,,,
number of people in prison who died from being executed by the government,dc/xewq6n5r3nzch,0,-1,,,,,
number of people in jail who died from being put to death by the state,dc/xewq6n5r3nzch,0,-1,,,,,
number of people in custody who died from being put to death by the law,dc/xewq6n5r3nzch,0,-1,,,,,
how much money do people in the information industry make on average?,dc/xj2nk2bg60fg,0,-1,,,,,
what is the average salary for people working in the information industry?,dc/xj2nk2bg60fg,0,-1,,,,,
what is the median income for people working in the information industry?,dc/xj2nk2bg60fg,0,-1,,,,,
what percentage of males have diabetes,dc/xmpy89x1nh8cg,0,-1,,,,,
what is the percentage of males with diabetes,dc/xmpy89x1nh8cg,0,-1,,,,,
what is the proportion of males with diabetes,dc/xmpy89x1nh8cg,0,-1,,,,,
the number of men who did not work full time,dc/yf4jd2tbl49cc,1,-1,,,,Count_Person_WorkedFullTime,"# Count_Person_WorkedFullTime -> dc/yf4jd2tbl49cc
the number of men who did not work full time,Male Population Who Did Not Work Full Time,0.955
the number of men who did not work full time,the number of men who did not work full time,0.955
the number of men who did not work full time,the percentage of men who did not work full time,0.955
the number of men who did not work full time,the proportion of men who did not work full time,0.955"
the percentage of men who did not work full time,dc/yf4jd2tbl49cc,0,-1,,,,,
the proportion of men who did not work full time,dc/yf4jd2tbl49cc,0,-1,,,,,
coal stock for other industrial use in a year,dc/yfk47wfg2dqh7,0,-1,,,,,
coal supply for other industrial use in a year,dc/yfk47wfg2dqh7,1,-1,,,,Annual_Consumption_Coal_OtherIndustrial,"# Annual_Consumption_Coal_OtherIndustrial -> dc/yfk47wfg2dqh7
coal supply for other industrial use in a year,Annual Stock of Coal For Other Industrial Use,0.9631
coal supply for other industrial use in a year,Annual Stock of Coal: Other Industrial,0.9631
coal supply for other industrial use in a year,coal inventory for other industrial use,0.9631
coal supply for other industrial use in a year,coal reserves for other industrial use,0.9631
coal supply for other industrial use in a year,coal supply for other industrial use,0.9631"
coal inventory for other industrial use in a year,dc/yfk47wfg2dqh7,0,-1,,,,,
asian prisoners,dc/yksgwhwsbtv9c,0,-1,,,,,
asians in prison,dc/yksgwhwsbtv9c,0,-1,,,,,
asians who are incarcerated,dc/yksgwhwsbtv9c,0,-1,,,,,
population of white people born outside the united states,dc/ym3bfmz5e91gg,0,-1,,,,,
number of white people born in other countries who live in the united states,dc/ym3bfmz5e91gg,0,-1,,,,,
total number of white people who were not born in the united states,dc/ym3bfmz5e91gg,0,-1,,,,,
number of people working in pipeline transportation,dc/yn0h4nw4k23f1,0,-1,,,,,
number of people employed in pipeline transportation,dc/yn0h4nw4k23f1,0,-1,,,,,
number of people working in the pipeline transportation industry,dc/yn0h4nw4k23f1,0,-1,,,,,
the number of white men in prison,dc/yneg81m4e49z6,0,-1,,,,,
the number of white men who are incarcerated,dc/yneg81m4e49z6,0,-1,,,,,
the number of white men who are in jail,dc/yneg81m4e49z6,0,-1,,,,,
"the average amount of money that people who work in the agriculture, forestry, fishing, and hunting industry make",dc/yw52qqrrb2w11,0,-1,,,,,
"the middle value of the salaries of people who work in the agriculture, forestry, fishing, and hunting industry",dc/yw52qqrrb2w11,0,-1,,,,,
"the amount of money that half of the people who work in the agriculture, forestry, fishing, and hunting industry make, and the other half make more than that",dc/yw52qqrrb2w11,0,-1,,,,,
how much do people in the nonmetallic mineral product manufacturing industry make,dc/yxxs3hh2g2shd,1,-1,,,,dc/90nswpkp8wlw5,"# dc/90nswpkp8wlw5 -> dc/yxxs3hh2g2shd
how much do people in the nonmetallic mineral product manufacturing industry make,How much do nonmetallic mineral product manufacturing workers make?,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,The total amount of money earned by nonmetallic mineral product manufacturing workers,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,The total amount of money paid to nonmetallic mineral product manufacturing workers,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,Total Wages for People Working in the Nonmetallic Mineral Product Manufacturing Industry,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,Total wages for people working in the nonmetallic mineral product manufacturing industry,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,Wages Total of Person: Nonmetallic Mineral Product Manufacturing (NAICS/327),1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,the average salary for people working in the nonmetallic mineral product manufacturing industry,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,the average wage for people working in the nonmetallic mineral product manufacturing industry,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,the total amount of money earned by people working in the nonmetallic mineral product manufacturing industry,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,the total amount of money paid to people working in the nonmetallic mineral product manufacturing industry,1.0387
how much do people in the nonmetallic mineral product manufacturing industry make,total wages of nonmetallic mineral product manufacturing workers,1.0387"
what are the wages for people working in the nonmetallic mineral product manufacturing industry,dc/yxxs3hh2g2shd,0,-1,,,,,
what is the average salary for people working in the nonmetallic mineral product manufacturing industry,dc/yxxs3hh2g2shd,0,-1,,,,,
number of people working in the apparel manufacturing industry,dc/z27q5dymqyrnf,0,-1,,,,,
number of people employed in the apparel manufacturing industry,dc/z27q5dymqyrnf,0,-1,,,,,
number of people who work in the apparel manufacturing industry,dc/z27q5dymqyrnf,0,-1,,,,,
the number of people aged 0 to 17 years who are in prison or jail,dc/z6w4rxbxb4eg8,1,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo -> dc/z6w4rxbxb4eg8
the number of people aged 0 to 17 years who are in prison or jail,Population (Measured Based on Custody): 0 - 17 Years, Incarcerated,0.9762
the number of people aged 0 to 17 years who are in prison or jail,Population Aged 0 to 17 Years Who are Incarcerated,0.9762
the number of people aged 0 to 17 years who are in prison or jail,number of children in prison,0.9762
the number of people aged 0 to 17 years who are in prison or jail,number of incarcerated minors,0.9762
the number of people aged 0 to 17 years who are in prison or jail,number of incarcerated people aged 0 to 17,0.9762
the number of people aged 0 to 17 years who are in prison or jail,number of incarcerated youth,0.9762"
the number of children and teenagers who are incarcerated,dc/z6w4rxbxb4eg8,0,-1,,,,,
the number of young people who are in the criminal justice system,dc/z6w4rxbxb4eg8,0,-1,,,,,
the average salary for transportation and warehousing workers,dc/zbpsz8dg01nh2,0,-1,,,,,
the typical income for transportation and warehousing workers,dc/zbpsz8dg01nh2,0,-1,,,,,
the middle income for transportation and warehousing workers,dc/zbpsz8dg01nh2,0,-1,,,,,
the number of hispanic people in prison,dc/zdb0f7sj2419d,1,-1,,,,Count_Person_HispanicOrLatino_ResidesInAdultCorrectionalFacilities,"# Count_Person_HispanicOrLatino_ResidesInAdultCorrectionalFacilities -> dc/zdb0f7sj2419d
the number of hispanic people in prison,Incarcerated Hispanic Population,1.0412000000000001
the number of hispanic people in prison,Population (Measured Based on Jurisdiction): Incarcerated, Hispanic or Latino,1.0412000000000001
the number of hispanic people in prison,hispanic inmates,1.0412000000000001
the number of hispanic people in prison,hispanic people in jail,1.0412000000000001
the number of hispanic people in prison,hispanic people in prison,1.0412000000000001
the number of hispanic people in prison,hispanic prisoners,1.0412000000000001"
the number of hispanic people in jail,dc/zdb0f7sj2419d,0,-1,,,,,
the number of hispanic people who are incarcerated,dc/zdb0f7sj2419d,0,-1,,,,,
aids-related deaths in the incarcerated male population,dc/zgct0hgv0l8zf,0,-1,,,,,
deaths from aids in the male prison population,dc/zgct0hgv0l8zf,0,-1,,,,,
aids-related deaths in male prisons,dc/zgct0hgv0l8zf,0,-1,,,,,
population of people who are widowed and were born in the state they currently reside in,dc/zkwm5fc58dy17,0,-1,,,,,
number of people who are widowed and were born in the state they currently live in,dc/zkwm5fc58dy17,1,-1,,,,Count_Person_Widowed,"# Count_Person_Widowed -> dc/zkwm5fc58dy17
number of people who are widowed and were born in the state they currently live in,Population: Widowed, Born in State of Residence,0.9606
number of people who are widowed and were born in the state they currently live in,Widowed Population Born in the State of Residence,0.9606
number of people who are widowed and were born in the state they currently live in,people who are widowed and are residents of the state they were born in,0.9606
number of people who are widowed and were born in the state they currently live in,people who are widowed and live in the state they were born in,0.9606
number of people who are widowed and were born in the state they currently live in,people who are widowed and were born in the same state they currently live in,0.9606
number of people who are widowed and were born in the state they currently live in,people who are widowed and were born in the state they currently live in,0.9606"
total number of people who are widowed and were born in the state they currently reside,dc/zkwm5fc58dy17,0,-1,,,,,
the number of white students enrolled in school,dc/zq864lhfql079,0,-1,,,,,
the percentage of white students enrolled in school,dc/zq864lhfql079,0,-1,,,,,
the proportion of white students enrolled in school,dc/zq864lhfql079,0,-1,,,,,
the number of people from other native races,dc/ztt7qcdctxdv6,0,-1,,,,,
the population of other native peoples,dc/ztt7qcdctxdv6,0,-1,,,,,
the number of people who identify as other native races,dc/ztt7qcdctxdv6,0,-1,,,,,
the number of buddhists in the world,indianCensus/Count_Person_Religion_Buddhist,0,-1,,,,,
the global buddhist population,indianCensus/Count_Person_Religion_Buddhist,0,-1,,,,,
the percentage of the world's population that is buddhist,indianCensus/Count_Person_Religion_Buddhist,0,-1,,,,,
the number of buddhist women,indianCensus/Count_Person_Religion_Buddhist_Female,0,-1,,,,,
the female buddhist population,indianCensus/Count_Person_Religion_Buddhist_Female,0,-1,,,,,
the number of women who are buddhist,indianCensus/Count_Person_Religion_Buddhist_Female,0,-1,,,,,
buddhists who cannot read or write,indianCensus/Count_Person_Religion_Buddhist_Illiterate,1,-1,,,,indianCensus/Count_Person_Religion_Buddhist_Literate,"# indianCensus/Count_Person_Religion_Buddhist_Literate -> indianCensus/Count_Person_Religion_Buddhist_Illiterate
buddhists who cannot read or write,Illiterates Buddhists,0.9344
buddhists who cannot read or write,Population: Illiterate, Buddhism,0.9344
buddhists who cannot read or write,buddhists who are illiterate,0.9344
buddhists who cannot read or write,illiterate buddhists,0.9344
buddhists who cannot read or write,illiterate people who practice buddhism,0.9344
buddhists who cannot read or write,people who are illiterate and follow buddhism,0.9344"
buddhists who are illiterate,indianCensus/Count_Person_Religion_Buddhist_Illiterate,0,-1,,,,,
buddhists who do not have the ability to read or write,indianCensus/Count_Person_Religion_Buddhist_Illiterate,1,-1,,,,indianCensus/Count_Person_Religion_Buddhist_Literate,"# indianCensus/Count_Person_Religion_Buddhist_Literate -> indianCensus/Count_Person_Religion_Buddhist_Illiterate
buddhists who do not have the ability to read or write,Illiterates Buddhists,0.9863
buddhists who do not have the ability to read or write,Population: Illiterate, Buddhism,0.9863
buddhists who do not have the ability to read or write,buddhists who are illiterate,0.9863
buddhists who do not have the ability to read or write,illiterate buddhists,0.9863
buddhists who do not have the ability to read or write,illiterate people who practice buddhism,0.9863
buddhists who do not have the ability to read or write,people who are illiterate and follow buddhism,0.9863"
the number of buddhists who can read and write,indianCensus/Count_Person_Religion_Buddhist_Literate,0,-1,,,,,
the percentage of buddhists who are literate,indianCensus/Count_Person_Religion_Buddhist_Literate,0,-1,,,,,
the proportion of buddhists who are literate,indianCensus/Count_Person_Religion_Buddhist_Literate,0,-1,,,,,
the majority of buddhists who work,indianCensus/Count_Person_Religion_Buddhist_MainWorker,0,-1,,,,,
the main buddhist workforce,indianCensus/Count_Person_Religion_Buddhist_MainWorker,0,-1,,,,,
the buddhist working class,indianCensus/Count_Person_Religion_Buddhist_MainWorker,0,-1,,,,,
men who practice buddhism,indianCensus/Count_Person_Religion_Buddhist_Male,0,-1,,,,,
buddhist men,indianCensus/Count_Person_Religion_Buddhist_Male,0,-1,,,,,
male followers of buddhism,indianCensus/Count_Person_Religion_Buddhist_Male,0,-1,,,,,
buddhism and the marginalized,indianCensus/Count_Person_Religion_Buddhist_MarginalWorker,0,-1,,,,,
buddhism and the working poor,indianCensus/Count_Person_Religion_Buddhist_MarginalWorker,0,-1,,,,,
buddhism and the disadvantaged,indianCensus/Count_Person_Religion_Buddhist_MarginalWorker,4,-1,,,,indianCensus/Count_Person_Religion_Buddhist,"# indianCensus/Count_Person_Religion_Buddhist -> indianCensus/Count_Person_Religion_Buddhist_MarginalWorker
buddhism and the disadvantaged,Buddhism Marginal Workers,0.9354
buddhism and the disadvantaged,Population: Buddhism, Marginal Worker,0.9354
buddhism and the disadvantaged,buddhism and marginal workers,0.9354
buddhism and the disadvantaged,how buddhism can help marginal workers,0.9354
buddhism and the disadvantaged,the role of buddhism in the lives of marginal workers,0.9354"
people who do not work and follow buddhism,indianCensus/Count_Person_Religion_Buddhist_NonWorker,1,-1,,,,indianCensus/Count_Person_Religion_Buddhist_Workers,"# indianCensus/Count_Person_Religion_Buddhist_Workers -> indianCensus/Count_Person_Religion_Buddhist_NonWorker
people who do not work and follow buddhism,Buddhist Non-Workers,0.9529
people who do not work and follow buddhism,Population: Buddhism, Non Worker,0.9529
people who do not work and follow buddhism,buddhist non-monks,0.9529
people who do not work and follow buddhism,people who don't work in buddhism,0.9529
people who do not work and follow buddhism,those who don't work in the buddhist faith,0.9529"
buddhists who do not work,indianCensus/Count_Person_Religion_Buddhist_NonWorker,1,-1,,,,indianCensus/Count_Person_Religion_Buddhist_MainWorker,"# indianCensus/Count_Person_Religion_Buddhist_MainWorker -> indianCensus/Count_Person_Religion_Buddhist_NonWorker
buddhists who do not work,Buddhist Non-Workers,1.0204
buddhists who do not work,Population: Buddhism, Non Worker,1.0204
buddhists who do not work,buddhist non-clergy,1.0204
buddhists who do not work,buddhist non-monks,1.0204
buddhists who do not work,people who don't work in buddhism,1.0204
buddhists who do not work,those who don't work in the buddhist faith,1.0204"
non-working buddhists,indianCensus/Count_Person_Religion_Buddhist_NonWorker,0,-1,,,,,
number of buddhists in rural areas,indianCensus/Count_Person_Religion_Buddhist_Rural,0,-1,,,,,
how many buddhists live in rural areas,indianCensus/Count_Person_Religion_Buddhist_Rural,0,-1,,,,,
how many people in rural areas are buddhist,indianCensus/Count_Person_Religion_Buddhist_Rural,0,-1,,,,,
buddhists who live in cities,indianCensus/Count_Person_Religion_Buddhist_Urban,1,-1,,,,indianCensus/Count_Person_Religion_Buddhist,"# indianCensus/Count_Person_Religion_Buddhist -> indianCensus/Count_Person_Religion_Buddhist_Urban
buddhists who live in cities,Urban Buddhists,1.0221
buddhists who live in cities,buddhists who live in cities,1.0221
buddhists who live in cities,buddhists who live in urban areas,1.0221
buddhists who live in cities,city-dwelling buddhists,1.0221"
urban dwellers who practice buddhism,indianCensus/Count_Person_Religion_Buddhist_Urban,0,-1,,,,,
people who follow the buddhist faith in urban areas,indianCensus/Count_Person_Religion_Buddhist_Urban,0,-1,,,,,
the number of buddhists in the workforce,indianCensus/Count_Person_Religion_Buddhist_Workers,0,-1,,,,,
the number of people who identify as buddhist who are employed,indianCensus/Count_Person_Religion_Buddhist_Workers,0,-1,,,,,
the number of buddhists who are working,indianCensus/Count_Person_Religion_Buddhist_Workers,0,-1,,,,,
the number of buddhists under the age of 6,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6,0,-1,,,,,
the number of buddhists aged 0-5,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6,0,-1,,,,,
the number of buddhists younger than 6,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6,0,-1,,,,,
the number of buddhist females aged 6 years or less,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Female,0,-1,,,,,
the buddhist female population aged 6 years or less,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Female,0,-1,,,,,
the buddhist population of females aged 6 years or less,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Female,0,-1,,,,,
the number of buddhist males aged 6 years or less,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Male,0,-1,,,,,
the population of buddhist males aged 6 years or less,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Male,0,-1,,,,,
the number of buddhist males aged 6 and under,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Male,0,-1,,,,,
the number of buddhists aged 6 years or less in rural areas,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Rural,0,-1,,,,,
the buddhist population in rural areas aged 6 years or less,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Rural,0,-1,,,,,
the number of buddhists in rural areas who are aged 6 years or less,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Rural,0,-1,,,,,
urban buddhists under 6 years old,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Urban,0,-1,,,,,
buddhists in urban areas under 6 years old,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Urban,0,-1,,,,,
buddhists aged 6 or less in urban areas,indianCensus/Count_Person_Religion_Buddhist_YearsUpto6_Urban,0,-1,,,,,
the number of christians in the united states,indianCensus/Count_Person_Religion_Christian,0,-1,,,,,
the christian population of the united states,indianCensus/Count_Person_Religion_Christian,0,-1,,,,,
the percentage of people in the united states who are christian,indianCensus/Count_Person_Religion_Christian,0,-1,,,,,
number of christian women in the united states,indianCensus/Count_Person_Religion_Christian_Female,0,-1,,,,,
female christian population in the us,indianCensus/Count_Person_Religion_Christian_Female,0,-1,,,,,
christian women in the us,indianCensus/Count_Person_Religion_Christian_Female,0,-1,,,,,
the number of christians who cannot read or write,indianCensus/Count_Person_Religion_Christian_Illiterate,0,-1,,,,,
the percentage of christians who are illiterate,indianCensus/Count_Person_Religion_Christian_Illiterate,0,-1,,,,,
the proportion of christians who are unable to read or write,indianCensus/Count_Person_Religion_Christian_Illiterate,0,-1,,,,,
christians who can read and write,indianCensus/Count_Person_Religion_Christian_Literate,0,-1,,,,,
christians who are literate,indianCensus/Count_Person_Religion_Christian_Literate,0,-1,,,,,
christians who are educated,indianCensus/Count_Person_Religion_Christian_Literate,0,-1,,,,,
the people who work at christina,indianCensus/Count_Person_Religion_Christian_MainWorker,-1,-1,,,,Count_Person_NotWorkedFullTime,
the employees of christina,indianCensus/Count_Person_Religion_Christian_MainWorker,-1,-1,,,,Count_Person_Houseless_MainWorker,
the staff at christina,indianCensus/Count_Person_Religion_Christian_MainWorker,-1,-1,,,Count_Teacher,,
number of christian men,indianCensus/Count_Person_Religion_Christian_Male,0,-1,,,,,
male christian population,indianCensus/Count_Person_Religion_Christian_Male,0,-1,,,,,
population of christian men,indianCensus/Count_Person_Religion_Christian_Male,0,-1,,,,,
the number of christians who are working in low-wage jobs,indianCensus/Count_Person_Religion_Christian_MarginalWorker,0,-1,,,,,
the number of christians who are struggling to make ends meet,indianCensus/Count_Person_Religion_Christian_MarginalWorker,0,-1,,,,,
the number of christians who are living in poverty,indianCensus/Count_Person_Religion_Christian_MarginalWorker,0,-1,,,,,
people who are christian and do not work,indianCensus/Count_Person_Religion_Christian_NonWorker,1,-1,,,,indianCensus/Count_Person_Religion_Christian_Workers,"# indianCensus/Count_Person_Religion_Christian_Workers -> indianCensus/Count_Person_Religion_Christian_NonWorker
people who are christian and do not work,Christian Non-Workers,1.0513000000000001
people who are christian and do not work,Population: Christianity, Non Worker,1.0513000000000001
people who are christian and do not work,christians who are unemployed,1.0513000000000001
people who are christian and do not work,christians who aren't employed,1.0513000000000001
people who are christian and do not work,christians who don't have jobs,1.0513000000000001
people who are christian and do not work,people who are christian and don't work,1.0513000000000001"
christians who are unemployed,indianCensus/Count_Person_Religion_Christian_NonWorker,0,-1,,,,,
non-working christians,indianCensus/Count_Person_Religion_Christian_NonWorker,0,-1,,,,,
people who practice christianity in rural areas,indianCensus/Count_Person_Religion_Christian_Rural,0,-1,,,,,
rural christians,indianCensus/Count_Person_Religion_Christian_Rural,0,-1,,,,,
christians who live in rural areas,indianCensus/Count_Person_Religion_Christian_Rural,0,-1,,,,,
the number of christians in cities,indianCensus/Count_Person_Religion_Christian_Urban,4,-1,,,,indianCensus/Count_Person_Religion_Christian,"# indianCensus/Count_Person_Religion_Christian -> indianCensus/Count_Person_Religion_Christian_Urban
the number of christians in cities,Christian Population in Urban Areas,0.9904
the number of christians in cities,the distribution of christians in urban areas,0.9904
the number of christians in cities,the number of christians in cities,0.9904
the number of christians in cities,the percentage of christians in urban areas,0.9904"
the christian population of urban areas,indianCensus/Count_Person_Religion_Christian_Urban,0,-1,,,,,
the percentage of christians in cities,indianCensus/Count_Person_Religion_Christian_Urban,1,-1,,,,indianCensus/Count_Person_Religion_Christian,"# indianCensus/Count_Person_Religion_Christian -> indianCensus/Count_Person_Religion_Christian_Urban
the percentage of christians in cities,Christian Population in Urban Areas,0.9812
the percentage of christians in cities,the distribution of christians in urban areas,0.9812
the percentage of christians in cities,the number of christians in cities,0.9812
the percentage of christians in cities,the percentage of christians in urban areas,0.9812"
people who work for christian organizations,indianCensus/Count_Person_Religion_Christian_Workers,0,-1,,,,,
christian employees,indianCensus/Count_Person_Religion_Christian_Workers,0,-1,,,,,
christian workers,indianCensus/Count_Person_Religion_Christian_Workers,0,-1,,,,,
number of christians under 6 years old in the united states,indianCensus/Count_Person_Religion_Christian_YearsUpto6,0,-1,,,,,
christian population under 6 years old in the us,indianCensus/Count_Person_Religion_Christian_YearsUpto6,0,-1,,,,,
how many christians are under 6 years old in the united states,indianCensus/Count_Person_Religion_Christian_YearsUpto6,0,-1,,,,,
the number of christian females aged 6 years or less,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Female,0,-1,,,,,
the christian female population aged 6 years or less,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Female,0,-1,,,,,
the female christian population aged 6 years or less,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Female,0,-1,,,,,
the number of christian males aged 6 years or less,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Male,0,-1,,,,,
the christian male population aged 6 years or less,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Male,0,-1,,,,,
the christian male population under the age of 7,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Male,0,-1,,,,,
rural female workers who worked for less than three months,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Rural,-1,-1,,,,Count_Person_Workers_Rural,
rural female workers with short-term employment,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Rural,-1,-1,,,,Count_Person_Workers_Rural,
female workers in rural areas with temporary jobs,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Rural,-1,-1,,,,Count_Person_NotWorkedFullTime,
christians in urban areas who are 6 years old or younger,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Urban,0,-1,,,,,
urban christians under the age of 6,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Urban,0,-1,,,,,
christians aged 6 or younger who live in urban areas,indianCensus/Count_Person_Religion_Christian_YearsUpto6_Urban,0,-1,,,,,
how many people practice hinduism?,indianCensus/Count_Person_Religion_Hindu,0,-1,,,,,
what is the number of hindus in the world?,indianCensus/Count_Person_Religion_Hindu,3,-1,,,,indianCensus/Count_Person_Religion_Hindu_Literate,"# indianCensus/Count_Person_Religion_Hindu_Literate -> indianCensus/Count_Person_Religion_Hindu
what is the number of hindus in the world?,Hinduism Population,0.9813
what is the number of hindus in the world?,Population: Hinduism,0.9813
what is the number of hindus in the world?,hinduism's population,0.9813
what is the number of hindus in the world?,the global hindu population,0.9813"
what is the population of hindus?,indianCensus/Count_Person_Religion_Hindu,2,-1,,,,indianCensus/Count_Person_Religion_Hindu_Urban,"# indianCensus/Count_Person_Religion_Hindu_Urban -> indianCensus/Count_Person_Religion_Hindu
what is the population of hindus?,Hinduism Population,0.9927
what is the population of hindus?,Population: Hinduism,0.9927
what is the population of hindus?,hinduism's population,0.9927
what is the population of hindus?,the global hindu population,0.9927"
number of hindu women,indianCensus/Count_Person_Religion_Hindu_Female,0,-1,,,,,
how many hindu women are there,indianCensus/Count_Person_Religion_Hindu_Female,0,-1,,,,,
how many women are hindu,indianCensus/Count_Person_Religion_Hindu_Female,0,-1,,,,,
how many people in india are illiterate hindus,indianCensus/Count_Person_Religion_Hindu_Illiterate,0,-1,,,,,
what is the number of illiterate hindus in india,indianCensus/Count_Person_Religion_Hindu_Illiterate,0,-1,,,,,
how many hindus in india cannot read or write,indianCensus/Count_Person_Religion_Hindu_Illiterate,1,-1,,,,indianCensus/Count_Person_Religion_Hindu_Literate,"# indianCensus/Count_Person_Religion_Hindu_Literate -> indianCensus/Count_Person_Religion_Hindu_Illiterate
how many hindus in india cannot read or write,Population of Illiterate Hinduism,0.9953
how many hindus in india cannot read or write,Population: Illiterate, Hinduism,0.9953
how many hindus in india cannot read or write,how many hindus are illiterate?,0.9953
how many hindus in india cannot read or write,number of illiterate hindus,0.9953
how many hindus in india cannot read or write,percentage of hindus who are illiterate,0.9953
how many hindus in india cannot read or write,what is the percentage of hindus who are illiterate?,0.9953"
hindus who can read and write,indianCensus/Count_Person_Religion_Hindu_Literate,0,-1,,,,,
hindus who are educated,indianCensus/Count_Person_Religion_Hindu_Literate,0,-1,,,,,
hindus who are literate,indianCensus/Count_Person_Religion_Hindu_Literate,0,-1,,,,,
hindus who are the main workers,indianCensus/Count_Person_Religion_Hindu_MainWorker,0,-1,,,,,
hindus who are the primary workers,indianCensus/Count_Person_Religion_Hindu_MainWorker,0,-1,,,,,
hindus who are the principal workers,indianCensus/Count_Person_Religion_Hindu_MainWorker,0,-1,,,,,
the number of male hindus in the world,indianCensus/Count_Person_Religion_Hindu_Male,0,-1,,,,,
the population of male hindus,indianCensus/Count_Person_Religion_Hindu_Male,0,-1,,,,,
the number of male followers of hinduism,indianCensus/Count_Person_Religion_Hindu_Male,0,-1,,,,,
hindu workers on the margins of society,indianCensus/Count_Person_Religion_Hindu_MarginalWorker,0,-1,,,,,
hindu workers who are struggling to make ends meet,indianCensus/Count_Person_Religion_Hindu_MarginalWorker,0,-1,,,,,
hindu workers who are living in poverty,indianCensus/Count_Person_Religion_Hindu_MarginalWorker,0,-1,,,,,
hindus who are not working,indianCensus/Count_Person_Religion_Hindu_NonWorker,0,-1,,,,,
